task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Analyze_emotions,2024-05-24T15:57:39,Emotion Analysis GoT,1675b3c3-ab7f-40bb-8e7f-ef5d488b0156,313.8823516368866,0.0028897299484638983,9.206352589361916e-06,42.5,0.0,141.20075225830078,0.0037055781053172217,0,0.012311282454404635,0.016016860559721856,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Calculate_relative_freq,2024-05-24T16:02:58,Emotion Analysis GoT,1675b3c3-ab7f-40bb-8e7f-ef5d488b0156,318.76274132728577,0.0029346277061308877,9.206344662108996e-06,42.5,0.0,141.20075225830078,0.003763153851528963,0,0.012502560800727952,0.016265714652256912,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
