timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-23T16:32:41,Emotion Analysis GoT,ecd51d80-9487-4a75-8253-8423c6fb9506,315.26542568206787,0.0057171326090843,1.813434694500818e-05,42.5,0.0,141.20075225830078,0.0073312375141514,0,0.0243570231310408,0.0316882606451923,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-24T16:02:58,Emotion Analysis GoT,1675b3c3-ab7f-40bb-8e7f-ef5d488b0156,318.7639510631561,0.0058243782250857,1.82717594184034e-05,42.5,0.0,141.20075225830078,0.0074687607536713,0,0.0248139284740426,0.0322826892277139,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-25T12:28:02,Emotion Analysis GoT,bea9c50a-e5a7-4750-92e8-fa88b1ec3528,313.4851450920105,0.005745896323504566,1.832908644464827e-05,42.5,0.0,141.20075225830078,0.007368118765784634,0,0.024479570065177723,0.031847688830962353,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N,1.0
